iso,region_dev,region_ar6_6,year,hdi,gdi,healthindex,incindex,edindex,lifexp,esch,msch,lgnic
GHA,developing,AFR,2008,0.561,0.887,0.623,0.539,0.526,60.49,10.032,7.424,8.17
GHA,developing,AFR,2009,0.566,0.893,0.63,0.542,0.532,60.946,10.137,7.502,8.193
GHA,developing,AFR,2010,0.574,0.898,0.633,0.548,0.545,61.157,10.509,7.581,8.231
GHA,developing,AFR,2011,0.585,0.905,0.641,0.562,0.556,61.652,10.88,7.621,8.324
GHA,developing,AFR,2012,0.592,0.913,0.647,0.568,0.565,62.081,11.139,7.662,8.367
GHA,developing,AFR,2013,0.6,0.906,0.653,0.579,0.572,62.421,11.346,7.702,8.439
GHA,developing,AFR,2014,0.6,0.919,0.662,0.576,0.565,63.045,11.051,7.742,8.42
GHA,developing,AFR,2015,0.607,0.912,0.664,0.58,0.58,63.175,11.557,7.783,8.442
GHA,developing,AFR,2016,0.611,0.929,0.675,0.58,0.584,63.89,11.521,7.919,8.443
GHA,developing,AFR,2017,0.616,0.857,0.677,0.587,0.587,64.013,11.47,8.056,8.49
GHA,developing,AFR,2018,0.62,0.935,0.679,0.593,0.592,64.122,11.483,8.193,8.531
GHA,developing,AFR,2019,0.631,0.942,0.688,0.6,0.607,64.74,11.867,8.33,8.577
GHA,developing,AFR,2020,0.632,0.947,0.679,0.608,0.612,64.114,12.048,8.33,8.631
GHA,developing,AFR,2021,0.632,0.946,0.674,0.612,0.612,63.795,12.048,8.33,8.656
GIN,ldc,AFR,1990,0.269,,0.415,0.399,0.118,47.004,2.663,1.313,7.247
GIN,ldc,AFR,1991,0.274,,0.424,0.399,0.122,47.546,2.814,1.326,7.244
GIN,ldc,AFR,1992,0.282,,0.436,0.401,0.128,48.363,2.987,1.339,7.261
GIN,ldc,AFR,1993,0.289,,0.446,0.407,0.133,48.962,3.159,1.352,7.302
GIN,ldc,AFR,1994,0.295,,0.449,0.41,0.139,49.171,3.383,1.365,7.319
GIN,ldc,AFR,1995,0.303,,0.459,0.413,0.146,49.866,3.611,1.378,7.338
GIN,ldc,AFR,1996,0.31,,0.47,0.416,0.153,50.544,3.84,1.391,7.361
GIN,ldc,AFR,1997,0.321,,0.482,0.419,0.163,51.356,4.187,1.405,7.379
GIN,ldc,AFR,1998,0.33,,0.493,0.421,0.173,52.049,4.533,1.418,7.394
GIN,ldc,AFR,1999,0.339,,0.498,0.426,0.183,52.357,4.88,1.432,7.424
GIN,ldc,AFR,2000,0.345,0.741,0.5,0.426,0.193,52.479,5.226,1.446,7.428
GIN,ldc,AFR,2001,0.352,0.75,0.502,0.428,0.203,52.662,5.573,1.459,7.437
GIN,ldc,AFR,2002,0.362,0.755,0.512,0.435,0.214,53.278,5.919,1.473,7.488
GIN,ldc,AFR,2003,0.37,0.763,0.518,0.438,0.224,53.678,6.266,1.487,7.503
GIN,ldc,AFR,2004,0.377,0.771,0.525,0.438,0.234,54.117,6.612,1.5,7.502
GIN,ldc,AFR,2005,0.387,0.783,0.533,0.439,0.247,54.632,7.093,1.514,7.51
GIN,ldc,AFR,2006,0.394,0.788,0.54,0.433,0.261,55.108,7.557,1.528,7.473
GIN,ldc,AFR,2007,0.402,0.794,0.547,0.44,0.269,55.553,7.846,1.541,7.517
GIN,ldc,AFR,2008,0.408,0.799,0.555,0.442,0.278,56.044,8.134,1.555,7.532
GIN,ldc,AFR,2009,0.41,0.802,0.559,0.435,0.282,56.348,8.28,1.569,7.487
GIN,ldc,AFR,2010,0.415,0.814,0.565,0.441,0.287,56.72,8.425,1.582,7.523
GIN,ldc,AFR,2011,0.42,0.82,0.57,0.444,0.293,57.019,8.571,1.655,7.547
GIN,ldc,AFR,2012,0.425,0.828,0.575,0.45,0.295,57.406,8.558,1.727,7.585
GIN,ldc,AFR,2013,0.429,0.831,0.581,0.447,0.304,57.791,8.784,1.799,7.567
GIN,ldc,AFR,2014,0.435,0.838,0.583,0.452,0.313,57.886,9.009,1.872,7.598
GIN,ldc,AFR,2015,0.44,0.838,0.587,0.457,0.319,58.134,9.163,1.936,7.627
GIN,ldc,AFR,2016,0.45,0.838,0.596,0.468,0.326,58.763,9.32,2.0,7.703
GIN,ldc,AFR,2017,0.458,0.845,0.602,0.48,0.332,59.109,9.479,2.065,7.786
GIN,ldc,AFR,2018,0.462,0.846,0.605,0.481,0.339,59.349,9.641,2.129,7.787
GIN,ldc,AFR,2019,0.467,0.852,0.611,0.482,0.346,59.72,9.805,2.202,7.799
GIN,ldc,AFR,2020,0.466,0.849,0.605,0.483,0.346,59.327,9.805,2.202,7.8
GIN,ldc,AFR,2021,0.465,0.85,0.598,0.485,0.346,58.892,9.805,2.202,7.816
GMB,ldc,AFR,1990,0.343,,0.482,0.469,0.179,51.319,4.672,1.467,7.708
GMB,ldc,AFR,1991,0.35,,0.494,0.468,0.185,52.127,4.823,1.525,7.704
GMB,ldc,AFR,1992,0.357,,0.507,0.468,0.191,52.941,4.979,1.585,7.704
GMB,ldc,AFR,1993,0.363,,0.519,0.466,0.198,53.748,5.14,1.648,7.691
GMB,ldc,AFR,1994,0.369,,0.534,0.462,0.204,54.721,5.306,1.713,7.662
GMB,ldc,AFR,1995,0.376,,0.546,0.459,0.211,55.464,5.477,1.78,7.645
GMB,ldc,AFR,1996,0.382,,0.554,0.461,0.219,56.009,5.666,1.851,7.656
GMB,ldc,AFR,1997,0.385,,0.555,0.455,0.227,56.06,5.855,1.924,7.619
GMB,ldc,AFR,1998,0.392,,0.562,0.456,0.235,56.554,6.044,1.999,7.623
GMB,ldc,AFR,1999,0.398,,0.566,0.46,0.242,56.816,6.232,2.078,7.653
GMB,ldc,AFR,2000,0.404,0.806,0.568,0.464,0.25,56.942,6.421,2.16,7.678
GMB,ldc,AFR,2001,0.41,0.814,0.57,0.467,0.258,57.043,6.61,2.245,7.695
GMB,ldc,AFR,2002,0.412,0.819,0.57,0.461,0.267,57.08,6.799,2.334,7.656
GMB,ldc,AFR,2003,0.419,0.823,0.578,0.461,0.275,57.586,6.988,2.426,7.657
GMB,ldc,AFR,2004,0.428,0.831,0.586,0.474,0.283,58.088,7.176,2.522,7.74
GMB,ldc,AFR,2005,0.431,0.839,0.591,0.465,0.292,58.394,7.365,2.621,7.685
GMB,ldc,AFR,2006,0.436,0.843,0.601,0.459,0.301,59.06,7.554,2.724,7.646
GMB,ldc,AFR,2007,0.442,0.846,0.606,0.46,0.309,59.394,7.743,2.832,7.649
GMB,ldc,AFR,2008,0.45,0.852,0.617,0.465,0.318,60.082,7.931,2.943,7.684
GMB,ldc,AFR,2009,0.455,0.856,0.622,0.47,0.323,60.427,7.965,3.059,7.716
GMB,ldc,AFR,2010,0.46,0.858,0.626,0.474,0.327,60.717,7.955,3.18,7.744
GMB,ldc,AFR,2011,0.46,0.862,0.639,0.456,0.335,61.526,8.079,3.305,7.624
GMB,ldc,AFR,2012,0.467,0.814,0.648,0.459,0.342,62.096,8.205,3.436,7.646
GMB,ldc,AFR,2013,0.471,0.87,0.648,0.459,0.351,62.114,8.333,3.571,7.643
GMB,ldc,AFR,2014,0.473,0.881,0.65,0.452,0.36,62.269,8.488,3.723,7.597
GMB,ldc,AFR,2015,0.478,0.887,0.654,0.453,0.369,62.494,8.643,3.876,7.605
GMB,ldc,AFR,2016,0.484,0.896,0.662,0.452,0.379,63.013,8.798,4.028,7.6
GMB,ldc,AFR,2017,0.489,0.904,0.661,0.455,0.388,62.996,8.953,4.18,7.618
GMB,ldc,AFR,2018,0.495,0.924,0.662,0.461,0.397,63.04,9.108,4.333,7.659
GMB,ldc,AFR,2019,0.503,0.92,0.673,0.466,0.407,63.755,9.264,4.485,7.69
GMB,ldc,AFR,2020,0.501,0.925,0.656,0.461,0.416,62.613,9.419,4.637,7.659
GMB,ldc,AFR,2021,0.5,0.924,0.647,0.465,0.416,62.083,9.419,4.637,7.683
GNB,ldc,AFR,2005,0.404,,0.496,0.423,0.315,52.249,8.694,2.205,7.405
GNB,ldc,AFR,2006,0.417,,0.513,0.424,0.333,53.371,9.187,2.341,7.414
GNB,ldc,AFR,2007,0.424,,0.525,0.426,0.34,54.155,9.297,2.465,7.426
GNB,ldc,AFR,2008,0.429,,0.533,0.425,0.348,54.646,9.406,2.589,7.422
GNB,ldc,AFR,2009,0.436,,0.547,0.427,0.355,55.542,9.516,2.713,7.434
GNB,ldc,AFR,2010,0.443,,0.557,0.431,0.362,56.23,9.626,2.837,7.461
GNB,ldc,AFR,2011,0.452,,0.569,0.441,0.369,56.967,9.735,2.961,7.523
GNB,ldc,AFR,2012,0.456,,0.58,0.434,0.376,57.69,9.845,3.085,7.479
GNB,ldc,AFR,2013,0.46,,0.588,0.431,0.383,58.232,9.955,3.209,7.46
GNB,ldc,AFR,2014,0.466,,0.594,0.437,0.391,58.61,10.065,3.333,7.497
GNB,ldc,AFR,2015,0.472,,0.602,0.441,0.395,59.128,10.174,3.383,7.522
GNB,ldc,AFR,2016,0.478,,0.61,0.446,0.4,59.674,10.284,3.433,7.558
GNB,ldc,AFR,2017,0.481,,0.616,0.447,0.405,60.067,10.394,3.483,7.565
GNB,ldc,AFR,2018,0.482,,0.623,0.439,0.41,60.502,10.503,3.533,7.512
GNB,ldc,AFR,2019,0.49,,0.629,0.451,0.414,60.882,10.613,3.584,7.591
GNB,ldc,AFR,2020,0.483,0.869,0.615,0.443,0.414,59.999,10.613,3.584,7.539
GNB,ldc,AFR,2021,0.483,0.867,0.61,0.445,0.414,59.652,10.613,3.584,7.554
GNQ,developing,AFR,2000,0.512,,0.511,0.701,0.375,53.226,7.078,5.364,9.248
GNQ,developing,AFR,2001,0.522,,0.517,0.726,0.379,53.636,7.217,5.364,9.409
GNQ,developing,AFR,2002,0.534,,0.524,0.759,0.384,54.085,7.357,5.376,9.63
GNQ,developing,AFR,2003,0.537,,0.532,0.751,0.388,54.581,7.497,5.387,9.577
GNQ,developing,AFR,2004,0.545,,0.539,0.767,0.392,55.036,7.637,5.399,9.683
GNQ,developing,AFR,2005,0.556,,0.546,0.795,0.396,55.464,7.777,5.411,9.865
GNQ,developing,AFR,2006,0.569,,0.555,0.83,0.401,56.046,7.917,5.422,10.102
GNQ,developing,AFR,2007,0.578,,0.562,0.848,0.405,56.54,8.057,5.434,10.218
GNQ,developing,AFR,2008,0.582,,0.57,0.845,0.409,57.074,8.196,5.446,10.196
GNQ,developing,AFR,2009,0.586,,0.576,0.845,0.413,57.431,8.336,5.457,10.2
GNQ,developing,AFR,2010,0.579,,0.583,0.798,0.418,57.878,8.476,5.469,9.891
GNQ,developing,AFR,2011,0.585,,0.591,0.803,0.422,58.412,8.616,5.48,9.922
GNQ,developing,AFR,2012,0.592,,0.598,0.813,0.426,58.865,8.756,5.492,9.99
GNQ,developing,AFR,2013,0.594,,0.603,0.809,0.431,59.224,8.896,5.504,9.959
GNQ,developing,AFR,2014,0.598,,0.609,0.806,0.435,59.595,9.036,5.516,9.938
GNQ,developing,AFR,2015,0.603,,0.617,0.81,0.439,60.103,9.175,5.527,9.968
GNQ,developing,AFR,2016,0.603,,0.623,0.796,0.443,60.479,9.315,5.539,9.874
GNQ,developing,AFR,2017,0.601,,0.628,0.772,0.448,60.821,9.455,5.551,9.717
GNQ,developing,AFR,2018,0.601,,0.634,0.759,0.452,61.191,9.595,5.551,9.628
GNQ,developing,AFR,2019,0.605,,0.641,0.74,0.467,61.644,9.735,5.911,9.507
GNQ,developing,AFR,2020,0.599,,0.626,0.734,0.467,60.708,9.735,5.911,9.467
GNQ,developing,AFR,2021,0.596,,0.625,0.724,0.467,60.594,9.735,5.911,9.399
GRC,developed,DEV,1990,0.759,,0.881,0.831,0.597,77.296,12.385,7.58,10.108
GRC,developed,DEV,1991,0.769,,0.883,0.835,0.617,77.369,12.936,7.722,10.134
GRC,developed,DEV,1992,0.769,,0.881,0.835,0.619,77.282,12.836,7.867,10.134
GRC,developed,DEV,1993,0.769,,0.887,0.831,0.618,77.654,12.637,8.012,10.103
GRC,developed,DEV,1994,0.774,,0.889,0.832,0.628,77.803,12.81,8.156,10.113
GRC,developed,DEV,1995,0.777,,0.89,0.834,0.633,77.821,12.813,8.301,10.124
GRC,developed,DEV,1996,0.782,,0.892,0.835,0.642,77.957,12.964,8.446,10.133
GRC,developed,DEV,1997,0.789,,0.897,0.84,0.651,78.319,13.137,8.59,10.164
GRC,developed,DEV,1998,0.799,,0.896,0.844,0.675,78.231,13.811,8.735,10.192
GRC,developed,DEV,1999,0.801,,0.898,0.845,0.678,78.35,13.77,8.88,10.201
GRC,developed,DEV,2000,0.81,0.972,0.898,0.853,0.694,78.377,14.153,9.024,10.253
GRC,developed,DEV,2001,0.82,0.97,0.905,0.859,0.709,78.836,14.512,9.169,10.289
GRC,developed,DEV,2002,0.83,0.965,0.907,0.863,0.73,78.969,15.091,9.314,10.316
GRC,developed,DEV,2003,0.835,0.961,0.908,0.87,0.736,79.029,15.161,9.458,10.366
GRC,developed,DEV,2004,0.843,0.96,0.912,0.876,0.75,79.289,15.488,9.603,10.405
GRC,developed,DEV,2005,0.855,0.956,0.917,0.879,0.775,79.59,16.187,9.748,10.425
GRC,developed,DEV,2006,0.863,0.958,0.919,0.885,0.792,79.707,16.376,10.105,10.464
GRC,developed,DEV,2007,0.858,0.961,0.917,0.889,0.776,79.612,15.868,10.057,10.488
GRC,developed,DEV,2008,0.863,0.962,0.924,0.887,0.786,80.049,16.165,10.105,10.474
GRC,developed,DEV,2009,0.866,0.968,0.928,0.881,0.796,80.299,16.462,10.157,10.438
GRC,developed,DEV,2010,0.869,0.965,0.931,0.873,0.806,80.51,16.76,10.208,10.387
GRC,developed,DEV,2011,0.865,0.97,0.931,0.856,0.812,80.547,16.869,10.305,10.27
GRC,developed,DEV,2012,0.866,0.969,0.928,0.85,0.824,80.341,17.164,10.402,10.233
GRC,developed,DEV,2013,0.871,0.968,0.938,0.847,0.832,80.974,17.342,10.499,10.211
GRC,developed,DEV,2014,0.879,0.968,0.939,0.85,0.85,81.007,17.899,10.596,10.235
GRC,developed,DEV,2015,0.88,0.973,0.933,0.852,0.858,80.668,18.0,10.744,10.247
GRC,developed,DEV,2016,0.877,0.97,0.941,0.852,0.842,81.162,18.0,10.254,10.247
GRC,developed,DEV,2017,0.88,0.97,0.936,0.854,0.851,80.85,18.0,10.543,10.256
GRC,developed,DEV,2018,0.886,0.969,0.944,0.854,0.861,81.391,18.0,10.831,10.26
GRC,developed,DEV,2019,0.889,0.967,0.942,0.857,0.871,81.249,18.0,11.12,10.279
GRC,developed,DEV,2020,0.886,0.967,0.937,0.844,0.88,80.909,18.0,11.409,10.192
GRC,developed,DEV,2021,0.887,0.969,0.925,0.856,0.88,80.111,18.0,11.409,10.275
GRD,developing,LAM,2002,0.739,,0.818,0.703,0.704,73.167,16.394,7.445,9.256
GRD,developing,LAM,2003,0.747,,0.818,0.716,0.712,73.188,16.573,7.552,9.346
GRD,developing,LAM,2004,0.742,,0.797,0.711,0.721,71.788,16.754,7.659,9.31
GRD,developing,LAM,2005,0.763,,0.823,0.74,0.729,73.521,16.936,7.766,9.506
GRD,developing,LAM,2006,0.765,,0.826,0.734,0.738,73.7,17.121,7.873,9.462
GRD,developing,LAM,2007,0.773,,0.836,0.74,0.747,74.317,17.308,7.98,9.505
GRD,developing,LAM,2008,0.778,,0.841,0.742,0.756,74.656,17.496,8.086,9.515
GRD,developing,LAM,2009,0.777,,0.847,0.726,0.764,75.036,17.687,8.193,9.41
GRD,developing,LAM,2010,0.782,,0.846,0.729,0.773,74.999,17.884,8.3,9.434
GRD,developing,LAM,2011,0.786,,0.851,0.731,0.779,75.295,18.0,8.375,9.447
GRD,developing,LAM,2012,0.784,,0.847,0.728,0.782,75.042,18.0,8.45,9.428
GRD,developing,LAM,2013,0.787,,0.848,0.732,0.784,75.116,18.0,8.525,9.452
GRD,developing,LAM,2014,0.787,,0.846,0.733,0.787,74.985,18.0,8.6,9.461
GRD,developing,LAM,2015,0.79,,0.846,0.738,0.789,75.013,18.0,8.676,9.489
GRD,developing,LAM,2016,0.791,,0.842,0.746,0.789,74.762,18.0,8.676,9.541
GRD,developing,LAM,2017,0.794,,0.843,0.751,0.789,74.765,18.0,8.676,9.58
GRD,developing,LAM,2018,0.797,,0.843,0.757,0.793,74.808,18.0,8.8,9.614
GRD,developing,LAM,2019,0.8,,0.844,0.757,0.801,74.863,18.0,9.032,9.615
GRD,developing,LAM,2020,0.792,,0.845,0.733,0.801,74.924,18.0,9.032,9.46
GRD,developing,LAM,2021,0.795,,0.845,0.741,0.801,74.936,18.0,9.032,9.509
GTM,developing,LAM,1990,0.484,,0.653,0.603,0.287,62.473,6.507,3.193,8.597
GTM,developing,LAM,1991,0.488,,0.657,0.607,0.292,62.725,6.574,3.268,8.622
GTM,developing,LAM,1992,0.492,,0.66,0.61,0.296,62.914,6.641,3.344,8.64
GTM,developing,LAM,1993,0.497,,0.667,0.612,0.3,63.35,6.709,3.419,8.656
GTM,developing,LAM,1994,0.501,,0.673,0.614,0.305,63.726,6.778,3.494,8.671
GTM,developing,LAM,1995,0.508,,0.68,0.618,0.312,64.195,6.935,3.57,8.694
GTM,developing,LAM,1996,0.516,,0.69,0.618,0.322,64.863,7.222,3.639,8.695
GTM,developing,LAM,1997,0.525,,0.701,0.621,0.332,65.536,7.509,3.708,8.715
GTM,developing,LAM,1998,0.534,,0.709,0.625,0.342,66.114,7.795,3.777,8.745
GTM,developing,LAM,1999,0.542,,0.721,0.627,0.353,66.869,8.082,3.846,8.757
GTM,developing,LAM,2000,0.55,0.893,0.73,0.629,0.363,67.446,8.369,3.915,8.769
GTM,developing,LAM,2001,0.556,0.893,0.738,0.63,0.37,67.946,8.655,3.882,8.774
GTM,developing,LAM,2002,0.561,0.894,0.744,0.63,0.377,68.387,8.942,3.848,8.778
GTM,developing,LAM,2003,0.566,0.896,0.751,0.631,0.383,68.797,9.215,3.799,8.782
GTM,developing,LAM,2004,0.571,0.899,0.756,0.632,0.389,69.165,9.488,3.751,8.79
GTM,developing,LAM,2005,0.574,0.899,0.756,0.634,0.395,69.168,9.76,3.702,8.8
GTM,developing,LAM,2006,0.581,0.902,0.766,0.638,0.4,69.812,10.033,3.653,8.828
GTM,developing,LAM,2007,0.59,0.904,0.771,0.644,0.414,70.1,10.306,3.844,8.867
GTM,developing,LAM,2008,0.596,0.904,0.775,0.647,0.422,70.356,10.362,4.036,8.889
GTM,developing,LAM,2009,0.6,0.903,0.779,0.644,0.43,70.641,10.418,4.227,8.871
GTM,developing,LAM,2010,0.605,0.917,0.783,0.645,0.438,70.878,10.474,4.418,8.875
GTM,developing,LAM,2011,0.611,0.91,0.787,0.648,0.446,71.177,10.531,4.609,8.895
GTM,developing,LAM,2012,0.616,0.921,0.792,0.651,0.454,71.463,10.587,4.801,8.914
GTM,developing,LAM,2013,0.62,0.925,0.796,0.653,0.459,71.728,10.643,4.896,8.93
GTM,developing,LAM,2014,0.637,0.932,0.799,0.657,0.492,71.964,10.704,5.837,8.953
GTM,developing,LAM,2015,0.639,0.935,0.802,0.661,0.492,72.103,10.753,5.806,8.979
GTM,developing,LAM,2016,0.639,0.931,0.805,0.662,0.49,72.355,10.705,5.775,8.991
GTM,developing,LAM,2017,0.64,0.929,0.808,0.665,0.487,72.551,10.658,5.744,9.006
GTM,developing,LAM,2018,0.64,0.925,0.811,0.667,0.485,72.726,10.61,5.712,9.023
GTM,developing,LAM,2019,0.642,0.926,0.817,0.671,0.483,73.129,10.562,5.681,9.047
GTM,developing,LAM,2020,0.635,0.918,0.797,0.666,0.483,71.797,10.562,5.681,9.017
GTM,developing,LAM,2021,0.627,0.917,0.757,0.675,0.483,69.237,10.562,5.681,9.074
GUY,developing,LAM,1990,0.509,,0.653,0.456,0.444,62.415,9.658,5.273,7.625
GUY,developing,LAM,1991,0.505,,0.656,0.438,0.449,62.622,9.76,5.343,7.507
GUY,developing,LAM,1992,0.52,,0.658,0.47,0.454,62.787,9.863,5.413,7.717
GUY,developing,LAM,1993,0.534,,0.664,0.5,0.46,63.152,9.968,5.484,7.914
GUY,developing,LAM,1994,0.544,,0.667,0.52,0.465,63.372,10.073,5.554,8.049
GUY,developing,LAM,1995,0.549,,0.664,0.53,0.47,63.136,10.18,5.624,8.111
GUY,developing,LAM,1996,0.559,,0.665,0.552,0.476,63.205,10.287,5.702,8.259
GUY,developing,LAM,1997,0.564,,0.667,0.558,0.481,63.356,10.396,5.78,8.297
GUY,developing,LAM,1998,0.569,,0.675,0.559,0.487,63.9,10.506,5.857,8.307
GUY,developing,LAM,1999,0.573,,0.68,0.561,0.493,64.17,10.617,5.935,8.319
GUY,developing,LAM,2000,0.577,0.924,0.684,0.563,0.498,64.483,10.729,6.013,8.331
GUY,developing,LAM,2001,0.584,0.925,0.689,0.577,0.502,64.788,10.785,6.068,8.426
GUY,developing,LAM,2002,0.59,0.923,0.688,0.591,0.505,64.728,10.841,6.122,8.515
GUY,developing,LAM,2003,0.598,0.926,0.686,0.604,0.516,64.6,10.897,6.397,8.605
GUY,developing,LAM,2004,0.612,0.936,0.691,0.624,0.531,64.931,11.102,6.672,8.736
GUY,developing,LAM,2005,0.622,0.942,0.694,0.636,0.546,65.132,11.307,6.947,8.814
GUY,developing,LAM,2006,0.631,0.942,0.703,0.655,0.547,65.667,11.021,7.223,8.94
GUY,developing,LAM,2007,0.638,0.941,0.712,0.667,0.548,66.254,10.734,7.498,9.019
GUY,developing,LAM,2008,0.644,0.944,0.712,0.671,0.558,66.288,10.767,7.773,9.049
GUY,developing,LAM,2009,0.649,0.946,0.716,0.676,0.565,66.563,10.678,8.048,9.082
GUY,developing,LAM,2010,0.656,0.957,0.719,0.684,0.574,66.743,10.949,8.1,9.135
