iso,region_dev,region_ar6_6,year,hdi,gdi,healthindex,incindex,edindex,lifexp,esch,msch,lgnic
IND,developing,APC,2009,0.565,0.803,0.716,0.555,0.455,66.513,10.419,4.958,8.277
IND,developing,APC,2010,0.575,0.81,0.722,0.564,0.467,66.909,10.735,5.065,8.34
IND,developing,APC,2011,0.588,0.813,0.729,0.57,0.49,67.359,11.294,5.302,8.38
IND,developing,APC,2012,0.598,0.826,0.737,0.576,0.505,67.887,11.525,5.539,8.418
IND,developing,APC,2013,0.607,0.831,0.746,0.583,0.513,68.46,11.541,5.776,8.468
IND,developing,APC,2014,0.619,0.835,0.755,0.593,0.53,69.074,11.866,6.012,8.528
IND,developing,APC,2015,0.629,0.838,0.764,0.603,0.54,69.636,11.947,6.249,8.594
IND,developing,APC,2016,0.639,0.848,0.771,0.612,0.555,70.117,12.344,6.351,8.654
IND,developing,APC,2017,0.644,0.851,0.776,0.621,0.553,70.467,12.163,6.452,8.719
IND,developing,APC,2018,0.645,0.849,0.78,0.629,0.547,70.71,11.813,6.554,8.772
IND,developing,APC,2019,0.645,0.852,0.783,0.634,0.54,70.91,11.464,6.655,8.802
IND,developing,APC,2020,0.642,0.845,0.772,0.621,0.552,70.15,11.875,6.655,8.717
IND,developing,APC,2021,0.633,0.849,0.727,0.633,0.552,67.24,11.875,6.655,8.793
IRL,developed,DEV,1990,0.737,,0.844,0.824,0.577,74.842,12.35,7.012,10.06
IRL,developed,DEV,1991,0.743,,0.847,0.827,0.585,75.031,12.369,7.244,10.081
IRL,developed,DEV,1992,0.751,,0.853,0.83,0.598,75.428,12.559,7.483,10.098
IRL,developed,DEV,1993,0.76,,0.851,0.834,0.62,75.294,13.042,7.723,10.124
IRL,developed,DEV,1994,0.771,,0.858,0.842,0.634,75.801,13.26,7.963,10.179
IRL,developed,DEV,1995,0.777,,0.854,0.852,0.644,75.478,13.326,8.203,10.248
IRL,developed,DEV,1996,0.785,,0.859,0.862,0.653,75.83,13.361,8.443,10.309
IRL,developed,DEV,1997,0.794,,0.861,0.873,0.667,75.98,13.577,8.682,10.387
IRL,developed,DEV,1998,0.83,,0.864,0.885,0.747,76.189,16.174,8.922,10.465
IRL,developed,DEV,1999,0.837,,0.863,0.894,0.759,76.094,16.325,9.162,10.524
IRL,developed,DEV,2000,0.847,0.984,0.87,0.907,0.77,76.542,16.43,9.402,10.607
IRL,developed,DEV,2001,0.855,0.986,0.879,0.911,0.781,77.109,16.563,9.642,10.634
IRL,developed,DEV,2002,0.864,0.99,0.886,0.914,0.796,77.6,16.806,9.881,10.655
IRL,developed,DEV,2003,0.873,0.989,0.894,0.919,0.809,78.111,16.982,10.121,10.692
IRL,developed,DEV,2004,0.881,0.98,0.9,0.922,0.824,78.513,17.24,10.361,10.708
IRL,developed,DEV,2005,0.888,0.982,0.906,0.929,0.832,78.916,17.239,10.601,10.752
IRL,developed,DEV,2006,0.891,0.982,0.91,0.933,0.833,79.152,16.971,10.841,10.783
IRL,developed,DEV,2007,0.896,0.983,0.916,0.934,0.842,79.555,17.014,11.08,10.786
IRL,developed,DEV,2008,0.899,0.98,0.919,0.924,0.854,79.763,17.262,11.243,10.72
IRL,developed,DEV,2009,0.895,0.979,0.924,0.91,0.853,80.046,17.037,11.406,10.63
IRL,developed,DEV,2010,0.904,0.978,0.931,0.911,0.871,80.523,17.463,11.569,10.637
IRL,developed,DEV,2011,0.902,0.977,0.933,0.909,0.865,80.633,17.938,11.0,10.625
IRL,developed,DEV,2012,0.903,0.976,0.935,0.909,0.868,80.752,17.956,11.072,10.62
IRL,developed,DEV,2013,0.908,0.977,0.938,0.917,0.871,80.968,18.0,11.145,10.677
IRL,developed,DEV,2014,0.914,0.977,0.943,0.928,0.874,81.307,18.0,11.217,10.746
IRL,developed,DEV,2015,0.925,0.975,0.945,0.954,0.876,81.416,18.0,11.289,10.924
IRL,developed,DEV,2016,0.929,0.977,0.947,0.965,0.879,81.55,18.0,11.362,10.99
IRL,developed,DEV,2017,0.934,0.976,0.953,0.971,0.881,81.917,18.0,11.434,11.031
IRL,developed,DEV,2018,0.937,0.978,0.955,0.976,0.884,82.086,18.0,11.508,11.068
IRL,developed,DEV,2019,0.942,0.981,0.958,0.984,0.886,82.259,18.0,11.582,11.116
IRL,developed,DEV,2020,0.943,0.98,0.961,0.985,0.886,82.47,18.0,11.582,11.123
IRL,developed,DEV,2021,0.945,0.987,0.954,1.0,0.886,81.998,18.0,11.582,11.241
IRN,developing,MEA,1990,0.601,,0.683,0.673,0.471,64.367,10.084,5.739,9.063
IRN,developing,MEA,1991,0.62,,0.715,0.688,0.485,66.459,10.22,6.021,9.159
IRN,developing,MEA,1992,0.627,,0.72,0.689,0.498,66.777,10.358,6.304,9.167
IRN,developing,MEA,1993,0.634,,0.725,0.688,0.511,67.139,10.498,6.587,9.161
IRN,developing,MEA,1994,0.64,,0.73,0.683,0.525,67.468,10.64,6.87,9.128
IRN,developing,MEA,1995,0.647,,0.735,0.684,0.538,67.785,10.784,7.153,9.136
IRN,developing,MEA,1996,0.655,,0.74,0.69,0.551,68.07,10.954,7.414,9.174
IRN,developing,MEA,1997,0.662,,0.744,0.689,0.565,68.359,11.124,7.675,9.167
IRN,developing,MEA,1998,0.669,,0.75,0.691,0.578,68.73,11.294,7.936,9.177
IRN,developing,MEA,1999,0.677,,0.758,0.69,0.592,69.297,11.464,8.197,9.175
IRN,developing,MEA,2000,0.685,0.819,0.764,0.697,0.602,69.691,11.532,8.458,9.219
IRN,developing,MEA,2001,0.693,0.825,0.769,0.696,0.622,69.955,11.961,8.679,9.215
IRN,developing,MEA,2002,0.701,0.834,0.776,0.705,0.628,70.445,11.94,8.899,9.274
IRN,developing,MEA,2003,0.704,0.842,0.767,0.716,0.636,69.823,11.963,9.119,9.344
IRN,developing,MEA,2004,0.712,0.86,0.79,0.72,0.634,71.37,11.609,9.339,9.372
IRN,developing,MEA,2005,0.717,0.868,0.798,0.723,0.639,71.838,11.538,9.56,9.391
IRN,developing,MEA,2006,0.727,0.874,0.804,0.729,0.657,72.276,11.791,9.87,9.431
IRN,developing,MEA,2007,0.733,0.877,0.812,0.739,0.655,72.772,12.016,9.631,9.5
IRN,developing,MEA,2008,0.735,0.865,0.81,0.738,0.663,72.624,12.614,9.392,9.493
IRN,developing,MEA,2009,0.738,0.868,0.811,0.738,0.671,72.698,12.708,9.551,9.488
IRN,developing,MEA,2010,0.745,0.875,0.816,0.744,0.681,73.069,12.854,9.711,9.533
IRN,developing,MEA,2011,0.754,0.87,0.826,0.747,0.696,73.679,13.315,9.798,9.548
IRN,developing,MEA,2012,0.768,0.875,0.834,0.734,0.74,74.186,14.77,9.885,9.465
IRN,developing,MEA,2013,0.769,0.863,0.838,0.732,0.742,74.449,14.661,10.044,9.45
IRN,developing,MEA,2014,0.773,0.86,0.843,0.736,0.744,74.783,14.659,10.116,9.479
IRN,developing,MEA,2015,0.776,0.866,0.848,0.732,0.754,75.124,14.878,10.215,9.452
IRN,developing,MEA,2016,0.786,0.881,0.855,0.749,0.759,75.6,14.932,10.314,9.564
IRN,developing,MEA,2017,0.789,0.888,0.861,0.752,0.759,75.971,14.814,10.42,9.586
IRN,developing,MEA,2018,0.787,0.889,0.865,0.741,0.761,76.195,14.748,10.528,9.513
IRN,developing,MEA,2019,0.783,0.888,0.863,0.728,0.762,76.103,14.681,10.636,9.426
IRN,developing,MEA,2020,0.777,0.878,0.844,0.731,0.761,74.832,14.615,10.636,9.443
IRN,developing,MEA,2021,0.774,0.88,0.829,0.735,0.761,73.875,14.615,10.636,9.473
IRQ,developing,MEA,1990,0.528,,0.591,0.647,0.384,58.436,9.614,3.5,8.889
IRQ,developing,MEA,1991,0.496,,0.654,0.48,0.388,62.519,9.502,3.715,7.781
IRQ,developing,MEA,1992,0.524,,0.719,0.512,0.392,66.708,9.389,3.93,7.996
IRQ,developing,MEA,1993,0.545,,0.721,0.568,0.396,66.897,9.276,4.145,8.363
IRQ,developing,MEA,1994,0.543,,0.719,0.556,0.4,66.744,9.163,4.36,8.285
IRQ,developing,MEA,1995,0.532,,0.715,0.521,0.404,66.464,9.05,4.575,8.053
IRQ,developing,MEA,1996,0.551,,0.714,0.577,0.407,66.391,8.937,4.766,8.427
IRQ,developing,MEA,1997,0.558,,0.705,0.602,0.41,65.837,8.824,4.957,8.588
IRQ,developing,MEA,1998,0.571,,0.7,0.643,0.414,65.486,8.712,5.148,8.86
IRQ,developing,MEA,1999,0.582,,0.71,0.662,0.418,66.182,8.654,5.339,8.987
IRQ,developing,MEA,2000,0.589,0.731,0.72,0.661,0.428,66.817,8.789,5.53,8.984
IRQ,developing,MEA,2001,0.596,0.736,0.724,0.66,0.444,67.034,9.131,5.706,8.976
IRQ,developing,MEA,2002,0.598,0.738,0.724,0.643,0.459,67.084,9.474,5.881,8.863
IRQ,developing,MEA,2003,0.579,0.737,0.702,0.582,0.475,65.643,9.817,6.057,8.455
IRQ,developing,MEA,2004,0.602,0.769,0.693,0.643,0.49,65.031,10.16,6.232,8.863
IRQ,developing,MEA,2005,0.606,0.778,0.69,0.645,0.499,64.844,10.287,6.408,8.875
IRQ,developing,MEA,2006,0.604,0.798,0.671,0.65,0.507,63.587,10.414,6.526,8.906
IRQ,developing,MEA,2007,0.607,0.805,0.67,0.651,0.514,63.553,10.541,6.645,8.912
IRQ,developing,MEA,2008,0.623,0.797,0.691,0.67,0.522,64.942,10.668,6.763,9.038
IRQ,developing,MEA,2009,0.633,0.787,0.715,0.671,0.529,66.446,10.795,6.882,9.046
IRQ,developing,MEA,2010,0.64,0.796,0.724,0.674,0.537,67.062,10.922,7.0,9.069
IRQ,developing,MEA,2011,0.649,0.797,0.733,0.678,0.549,67.659,11.049,7.257,9.096
IRQ,developing,MEA,2012,0.66,0.802,0.739,0.694,0.561,68.023,11.178,7.514,9.196
IRQ,developing,MEA,2013,0.667,0.81,0.742,0.697,0.573,68.253,11.307,7.77,9.221
IRQ,developing,MEA,2014,0.67,0.813,0.753,0.692,0.577,68.914,11.437,7.793,9.184
IRQ,developing,MEA,2015,0.675,0.813,0.761,0.694,0.582,69.44,11.566,7.815,9.196
IRQ,developing,MEA,2016,0.679,0.837,0.754,0.709,0.586,68.988,11.695,7.838,9.297
IRQ,developing,MEA,2017,0.685,0.81,0.776,0.702,0.59,70.413,11.824,7.86,9.254
IRQ,developing,MEA,2018,0.692,0.801,0.793,0.703,0.595,71.514,11.954,7.883,9.256
IRQ,developing,MEA,2019,0.696,0.806,0.793,0.708,0.599,71.576,12.087,7.906,9.294
IRQ,developing,MEA,2020,0.679,0.802,0.756,0.69,0.599,69.123,12.087,7.906,9.176
IRQ,developing,MEA,2021,0.686,0.803,0.775,0.695,0.599,70.378,12.087,7.906,9.208
ISL,developed,DEV,1990,0.811,,0.895,0.87,0.685,78.163,14.237,8.7,10.362
ISL,developed,DEV,1991,0.822,,0.89,0.869,0.718,77.836,15.298,8.797,10.357
ISL,developed,DEV,1992,0.828,,0.902,0.863,0.73,78.618,15.596,8.894,10.317
ISL,developed,DEV,1993,0.829,,0.904,0.863,0.729,78.73,15.466,8.99,10.319
ISL,developed,DEV,1994,0.835,,0.91,0.866,0.739,79.166,15.692,9.087,10.338
ISL,developed,DEV,1995,0.833,,0.896,0.865,0.746,78.224,15.82,9.184,10.329
ISL,developed,DEV,1996,0.838,,0.902,0.87,0.751,78.617,15.881,9.291,10.368
ISL,developed,DEV,1997,0.849,,0.908,0.878,0.767,78.994,16.349,9.398,10.415
ISL,developed,DEV,1998,0.86,,0.915,0.887,0.784,79.453,16.817,9.505,10.478
ISL,developed,DEV,1999,0.862,,0.911,0.892,0.788,79.23,16.82,9.612,10.511
ISL,developed,DEV,2000,0.871,0.988,0.921,0.897,0.8,79.892,17.13,9.719,10.542
ISL,developed,DEV,2001,0.879,,0.934,0.901,0.807,80.704,17.248,9.84,10.573
ISL,developed,DEV,2002,0.886,,0.931,0.905,0.824,80.543,17.697,9.961,10.598
ISL,developed,DEV,2003,0.891,,0.935,0.905,0.836,80.776,18.0,10.083,10.597
ISL,developed,DEV,2004,0.895,,0.938,0.911,0.84,80.979,17.984,10.204,10.633
ISL,developed,DEV,2005,0.901,0.984,0.942,0.918,0.844,81.242,18.0,10.325,10.684
ISL,developed,DEV,2006,0.903,,0.942,0.922,0.848,81.239,18.0,10.438,10.707
ISL,developed,DEV,2007,0.909,,0.944,0.933,0.852,81.351,18.0,10.552,10.784
ISL,developed,DEV,2008,0.902,,0.944,0.908,0.855,81.388,18.0,10.665,10.616
ISL,developed,DEV,2009,0.9,,0.947,0.897,0.859,81.557,18.0,10.778,10.545
ISL,developed,DEV,2010,0.902,0.986,0.949,0.895,0.863,81.7,18.0,10.891,10.529
ISL,developed,DEV,2011,0.912,0.98,0.957,0.902,0.878,82.178,18.0,11.35,10.578
ISL,developed,DEV,2012,0.921,0.974,0.962,0.908,0.894,82.556,18.0,11.808,10.615
ISL,developed,DEV,2013,0.929,0.975,0.953,0.926,0.909,81.929,18.0,12.267,10.738
ISL,developed,DEV,2014,0.938,0.977,0.963,0.928,0.924,82.613,18.0,12.726,10.748
ISL,developed,DEV,2015,0.945,0.974,0.959,0.935,0.939,82.351,18.0,13.184,10.798
ISL,developed,DEV,2016,0.948,0.978,0.954,0.947,0.944,82.03,18.0,13.32,10.874
ISL,developed,DEV,2017,0.954,0.977,0.962,0.95,0.949,82.535,18.0,13.456,10.895
ISL,developed,DEV,2018,0.959,0.98,0.966,0.957,0.953,82.77,18.0,13.592,10.942
ISL,developed,DEV,2019,0.96,0.98,0.96,0.961,0.958,82.404,18.0,13.727,10.969
ISL,developed,DEV,2020,0.957,0.977,0.963,0.951,0.959,82.576,18.0,13.767,10.899
ISL,developed,DEV,2021,0.959,0.976,0.964,0.955,0.959,82.678,18.0,13.767,10.929
ISR,developed,MEA,1990,0.787,,0.88,0.807,0.688,77.194,12.874,9.903,9.946
ISR,developed,MEA,1991,0.793,,0.877,0.813,0.699,77.0,13.215,9.97,9.986
ISR,developed,MEA,1992,0.797,,0.875,0.819,0.707,76.869,13.421,10.036,10.025
ISR,developed,MEA,1993,0.804,,0.884,0.821,0.715,77.45,13.627,10.102,10.041
ISR,developed,MEA,1994,0.808,,0.888,0.828,0.719,77.689,13.674,10.169,10.083
ISR,developed,MEA,1995,0.811,,0.887,0.833,0.722,77.635,13.72,10.235,10.118
ISR,developed,MEA,1996,0.818,,0.897,0.838,0.728,78.279,13.835,10.307,10.156
ISR,developed,MEA,1997,0.825,,0.896,0.842,0.745,78.272,14.348,10.379,10.177
ISR,developed,MEA,1998,0.833,,0.899,0.846,0.761,78.44,14.861,10.451,10.204
ISR,developed,MEA,1999,0.841,,0.903,0.847,0.778,78.697,15.374,10.523,10.21
ISR,developed,MEA,2000,0.844,0.942,0.907,0.851,0.778,78.928,15.297,10.594,10.24
ISR,developed,MEA,2001,0.848,,0.913,0.851,0.785,79.345,15.481,10.639,10.238
ISR,developed,MEA,2002,0.854,,0.912,0.848,0.807,79.259,16.222,10.684,10.219
ISR,developed,MEA,2003,0.855,,0.917,0.846,0.805,79.624,16.096,10.729,10.204
ISR,developed,MEA,2004,0.858,,0.925,0.85,0.803,80.147,15.974,10.774,10.232
ISR,developed,MEA,2005,0.866,0.959,0.926,0.856,0.818,80.217,15.933,11.277,10.27
ISR,developed,MEA,2006,0.874,,0.931,0.862,0.832,80.506,15.831,11.78,10.309
ISR,developed,MEA,2007,0.885,,0.933,0.867,0.856,80.665,15.954,12.385,10.346
ISR,developed,MEA,2008,0.885,,0.939,0.866,0.852,81.055,15.752,12.424,10.335
ISR,developed,MEA,2009,0.889,,0.947,0.867,0.856,81.576,15.86,12.463,10.342
ISR,developed,MEA,2010,0.894,0.969,0.95,0.872,0.863,81.744,16.072,12.495,10.376
ISR,developed,MEA,2011,0.897,0.969,0.95,0.876,0.868,81.727,16.122,12.598,10.405
ISR,developed,MEA,2012,0.898,0.971,0.95,0.877,0.87,81.735,16.094,12.689,10.411
ISR,developed,MEA,2013,0.904,0.973,0.956,0.883,0.875,82.115,16.142,12.804,10.45
ISR,developed,MEA,2014,0.908,0.974,0.957,0.889,0.88,82.224,16.169,12.916,10.488
ISR,developed,MEA,2015,0.909,0.977,0.955,0.892,0.881,82.1,16.171,12.96,10.511
ISR,developed,MEA,2016,0.913,0.974,0.961,0.897,0.882,82.485,16.087,13.055,10.544
ISR,developed,MEA,2017,0.917,0.987,0.965,0.901,0.887,82.72,16.163,13.151,10.569
ISR,developed,MEA,2018,0.919,0.98,0.967,0.904,0.89,82.823,16.125,13.248,10.587
ISR,developed,MEA,2019,0.921,0.99,0.966,0.907,0.891,82.812,16.051,13.345,10.612
ISR,developed,MEA,2020,0.917,0.993,0.959,0.901,0.891,82.36,16.051,13.345,10.572
ISR,developed,MEA,2021,0.919,0.992,0.958,0.911,0.891,82.255,16.051,13.345,10.634
ITA,developed,DEV,1990,0.778,,0.877,0.89,0.604,76.991,12.817,7.439,10.497
ITA,developed,DEV,1991,0.783,,0.877,0.892,0.613,76.989,12.992,7.57,10.51
ITA,developed,DEV,1992,0.789,,0.883,0.893,0.624,77.364,13.24,7.7,10.515
ITA,developed,DEV,1993,0.795,,0.887,0.892,0.635,77.652,13.475,7.831,10.508
ITA,developed,DEV,1994,0.804,,0.89,0.895,0.652,77.872,13.92,7.962,10.527
ITA,developed,DEV,1995,0.81,,0.894,0.899,0.66,78.116,14.066,8.092,10.56
ITA,developed,DEV,1996,0.816,,0.899,0.902,0.67,78.437,14.24,8.225,10.578
ITA,developed,DEV,1997,0.824,,0.904,0.906,0.683,78.733,14.573,8.357,10.601
ITA,developed,DEV,1998,0.829,,0.905,0.909,0.693,78.806,14.773,8.49,10.624
ITA,developed,DEV,1999,0.835,,0.911,0.912,0.702,79.204,14.922,8.623,10.643
ITA,developed,DEV,2000,0.841,0.954,0.917,0.915,0.709,79.607,15.01,8.755,10.664
ITA,developed,DEV,2001,0.849,0.958,0.921,0.919,0.722,79.886,15.373,8.841,10.688
ITA,developed,DEV,2002,0.853,0.956,0.925,0.919,0.731,80.114,15.586,8.949,10.691
ITA,developed,DEV,2003,0.858,0.957,0.926,0.919,0.741,80.193,15.804,9.056,10.689
ITA,developed,DEV,2004,0.865,0.962,0.939,0.92,0.748,81.02,15.949,9.164,10.698
ITA,developed,DEV,2005,0.868,0.962,0.939,0.92,0.756,81.023,16.103,9.272,10.698
ITA,developed,DEV,2006,0.873,0.963,0.945,0.922,0.765,81.417,16.277,9.389,10.707
ITA,developed,DEV,2007,0.877,0.963,0.946,0.923,0.772,81.503,16.356,9.531,10.717
ITA,developed,DEV,2008,0.878,0.965,0.948,0.918,0.778,81.647,16.431,9.65,10.684
ITA,developed,DEV,2009,0.878,0.964,0.95,0.913,0.782,81.763,16.46,9.732,10.647
ITA,developed,DEV,2010,0.882,0.971,0.956,0.913,0.785,82.137,16.472,9.823,10.649
ITA,developed,DEV,2011,0.885,0.969,0.957,0.913,0.794,82.235,16.707,9.898,10.646
ITA,developed,DEV,2012,0.883,0.97,0.958,0.907,0.792,82.259,16.466,10.024,10.611
ITA,developed,DEV,2013,0.882,0.969,0.964,0.903,0.787,82.66,16.187,10.123,10.584
ITA,developed,DEV,2014,0.883,0.971,0.968,0.903,0.788,82.908,16.108,10.222,10.584
ITA,developed,DEV,2015,0.882,0.968,0.962,0.904,0.789,82.526,16.033,10.306,10.592
ITA,developed,DEV,2016,0.887,0.97,0.97,0.909,0.79,83.049,15.979,10.393,10.624
ITA,developed,DEV,2017,0.888,0.968,0.965,0.912,0.796,82.728,16.089,10.48,10.641
ITA,developed,DEV,2018,0.893,0.967,0.972,0.914,0.802,83.185,16.175,10.566,10.656
ITA,developed,DEV,2019,0.897,0.969,0.978,0.916,0.806,83.552,16.227,10.653,10.672
ITA,developed,DEV,2020,0.889,0.97,0.96,0.905,0.809,82.395,16.227,10.74,10.594
ITA,developed,DEV,2021,0.895,0.97,0.967,0.915,0.809,82.85,16.227,10.74,10.665
JAM,developing,LAM,1990,0.659,,0.805,0.665,0.536,72.304,11.271,6.683,9.005
JAM,developing,LAM,1991,0.662,,0.803,0.671,0.539,72.186,11.267,6.766,9.044
JAM,developing,LAM,1992,0.663,,0.803,0.672,0.541,72.189,11.263,6.85,9.055
JAM,developing,LAM,1993,0.667,,0.799,0.684,0.544,71.922,11.259,6.933,9.135
JAM,developing,LAM,1994,0.668,,0.796,0.685,0.547,71.739,11.255,7.017,9.139
JAM,developing,LAM,1995,0.669,,0.793,0.687,0.549,71.549,11.252,7.101,9.152
JAM,developing,LAM,1996,0.669,,0.792,0.685,0.552,71.488,11.248,7.184,9.141
JAM,developing,LAM,1997,0.668,,0.788,0.682,0.555,71.207,11.244,7.268,9.12
JAM,developing,LAM,1998,0.666,,0.784,0.677,0.557,70.99,11.24,7.352,9.087
JAM,developing,LAM,1999,0.667,,0.784,0.677,0.56,70.968,11.236,7.435,9.088
JAM,developing,LAM,2000,0.664,0.969,0.784,0.677,0.551,70.944,10.802,7.519,9.089
JAM,developing,LAM,2001,0.673,0.971,0.781,0.678,0.576,70.758,11.598,7.603,9.095
JAM,developing,LAM,2002,0.677,0.983,0.783,0.68,0.583,70.888,11.775,7.686,9.108
JAM,developing,LAM,2003,0.671,0.985,0.782,0.685,0.564,70.806,10.984,7.77,9.137
JAM,developing,LAM,2004,0.687,0.989,0.782,0.686,0.603,70.86,12.29,7.854,9.145
JAM,developing,LAM,2005,0.69,0.989,0.785,0.686,0.61,71.044,12.424,7.937,9.148
JAM,developing,LAM,2006,0.694,0.988,0.788,0.69,0.614,71.199,12.492,8.021,9.172
JAM,developing,LAM,2007,0.697,0.984,0.791,0.691,0.619,71.418,12.561,8.105,9.181
JAM,developing,LAM,2008,0.7,0.98,0.794,0.691,0.624,71.612,12.63,8.188,9.181
JAM,developing,LAM,2009,0.7,0.978,0.802,0.682,0.628,72.124,12.698,8.272,9.117
JAM,developing,LAM,2010,0.704,0.983,0.81,0.681,0.633,72.622,12.767,8.356,9.115
JAM,developing,LAM,2011,0.709,0.989,0.817,0.683,0.638,73.094,12.836,8.439,9.129
JAM,developing,LAM,2012,0.713,0.988,0.822,0.685,0.643,73.434,12.906,8.526,9.138
JAM,developing,LAM,2013,0.714,0.975,0.822,0.683,0.648,73.412,12.976,8.613,9.128
JAM,developing,LAM,2014,0.714,1.0,0.815,0.684,0.652,72.982,13.046,8.701,9.132
JAM,developing,LAM,2015,0.713,0.982,0.806,0.683,0.657,72.394,13.117,8.79,9.125
JAM,developing,LAM,2016,0.712,0.989,0.8,0.682,0.662,72.02,13.189,8.88,9.122
JAM,developing,LAM,2017,0.715,0.991,0.799,0.685,0.667,71.911,13.26,8.97,9.141
JAM,developing,LAM,2018,0.716,0.993,0.797,0.686,0.672,71.793,13.332,9.062,9.145
JAM,developing,LAM,2019,0.719,0.994,0.796,0.688,0.678,71.767,13.405,9.155,9.159
JAM,developing,LAM,2020,0.713,0.991,0.798,0.671,0.678,71.869,13.405,9.155,9.045
JAM,developing,LAM,2021,0.709,0.99,0.777,0.677,0.678,70.5,13.405,9.155,9.086
JOR,developing,MEA,1990,0.622,,0.767,0.654,0.479,69.854,11.239,5.005,8.932
JOR,developing,MEA,1991,0.625,,0.771,0.643,0.493,70.093,11.403,5.284,8.865
JOR,developing,MEA,1992,0.637,,0.774,0.658,0.507,70.316,11.581,5.562,8.96
JOR,developing,MEA,1993,0.641,,0.777,0.658,0.515,70.518,11.531,5.84,8.959
JOR,developing,MEA,1994,0.644,,0.78,0.658,0.521,70.699,11.419,6.119,8.962
JOR,developing,MEA,1995,0.651,,0.783,0.663,0.533,70.87,11.513,6.397,8.992
JOR,developing,MEA,1996,0.655,,0.786,0.661,0.542,71.064,11.606,6.59,8.98
JOR,developing,MEA,1997,0.661,,0.789,0.664,0.551,71.273,11.689,6.782,9.001
JOR,developing,MEA,1998,0.666,,0.792,0.667,0.559,71.474,11.771,6.975,9.021
JOR,developing,MEA,1999,0.671,,0.795,0.669,0.568,71.694,11.854,7.167,9.036
JOR,developing,MEA,2000,0.678,0.852,0.799,0.677,0.577,71.918,11.937,7.36,9.086
JOR,developing,MEA,2001,0.685,0.855,0.802,0.683,0.587,72.147,12.136,7.507,9.124
JOR,developing,MEA,2002,0.692,0.857,0.806,0.687,0.598,72.359,12.335,7.654,9.152
JOR,developing,MEA,2003,0.698,0.862,0.809,0.69,0.61,72.573,12.604,7.8,9.176
JOR,developing,MEA,2004,0.709,0.863,0.812,0.7,0.627,72.773,12.793,8.145,9.241
JOR,developing,MEA,2005,0.716,0.863,0.814,0.707,0.636,72.932,12.705,8.49,9.288
JOR,developing,MEA,2006,0.722,0.866,0.818,0.714,0.645,73.145,12.631,8.834,9.331
JOR,developing,MEA,2007,0.729,0.866,0.821,0.72,0.655,73.373,12.551,9.179,9.369
JOR,developing,MEA,2008,0.734,0.865,0.824,0.721,0.666,73.591,12.544,9.524,9.38
JOR,developing,MEA,2009,0.731,0.865,0.828,0.721,0.654,73.801,12.077,9.565,9.377
JOR,developing,MEA,2010,0.725,0.869,0.831,0.713,0.643,74.0,11.609,9.606,9.326
JOR,developing,MEA,2011,0.721,0.87,0.834,0.709,0.635,74.189,11.237,9.699,9.298
JOR,developing,MEA,2012,0.721,0.871,0.836,0.704,0.636,74.366,11.137,9.792,9.265
JOR,developing,MEA,2013,0.719,0.872,0.839,0.7,0.633,74.562,10.938,9.885,9.241
JOR,developing,MEA,2014,0.719,0.874,0.843,0.698,0.631,74.789,10.739,9.978,9.227
JOR,developing,MEA,2015,0.718,0.876,0.846,0.696,0.629,75.011,10.541,10.071,9.214
JOR,developing,MEA,2016,0.718,0.887,0.849,0.695,0.626,75.215,10.342,10.165,9.206
JOR,developing,MEA,2017,0.718,0.887,0.854,0.695,0.624,75.502,10.143,10.258,9.206
JOR,developing,MEA,2018,0.723,0.89,0.858,0.695,0.634,75.774,10.417,10.351,9.207
JOR,developing,MEA,2019,0.727,0.886,0.862,0.697,0.64,76.044,10.561,10.399,9.218
JOR,developing,MEA,2020,0.723,0.888,0.849,0.692,0.644,75.184,10.647,10.447,9.189
JOR,developing,MEA,2021,0.72,0.887,0.835,0.694,0.644,74.256,10.647,10.447,9.203
JPN,developed,DEV,1990,0.845,,0.907,0.887,0.75,78.984,13.015,11.64,10.48
JPN,developed,DEV,1991,0.849,,0.912,0.892,0.752,79.252,13.053,11.685,10.509
JPN,developed,DEV,1992,0.85,,0.912,0.893,0.754,79.292,13.066,11.729,10.516
JPN,developed,DEV,1993,0.855,,0.914,0.892,0.766,79.434,13.461,11.774,10.508
JPN,developed,DEV,1994,0.861,,0.92,0.89,0.779,79.824,13.857,11.818,10.496
JPN,developed,DEV,1995,0.863,,0.918,0.893,0.783,79.67,13.937,11.863,10.519
JPN,developed,DEV,1996,0.868,,0.928,0.898,0.785,80.349,13.982,11.907,10.548
JPN,developed,DEV,1997,0.871,,0.932,0.898,0.788,80.572,14.028,11.952,10.552
JPN,developed,DEV,1998,0.871,,0.933,0.896,0.791,80.64,14.073,11.996,10.54
JPN,developed,DEV,1999,0.872,,0.932,0.895,0.794,80.608,14.133,12.041,10.533
JPN,developed,DEV,2000,0.877,0.958,0.941,0.899,0.797,81.176,14.198,12.085,10.555
JPN,developed,DEV,2001,0.88,0.959,0.946,0.899,0.8,81.509,14.262,12.13,10.558
JPN,developed,DEV,2002,0.882,0.959,0.951,0.899,0.804,81.795,14.327,12.174,10.555
JPN,developed,DEV,2003,0.884,0.96,0.952,0.9,0.807,81.856,14.391,12.219,10.566
JPN,developed,DEV,2004,0.888,0.96,0.956,0.903,0.81,82.131,14.456,12.263,10.585
JPN,developed,DEV,2005,0.889,0.961,0.954,0.905,0.814,82.012,14.52,12.307,10.599
